r,G_00,g_00,g_11,rho
0.1,-0.014795833734237995,-1.8256231711846431,0.6609236230118685,0.001909859317102744
0.2612244897959184,-0.013622525223500132,-1.8240364413310572,0.660505973423913,0.001909859317102744
0.4224489795918368,-0.012904037347005286,-1.8219229368252332,0.6597745567341399,0.001909859317102744
0.5836734693877551,-0.014559808968658503,-1.819552034345838,0.658937315468817,0.001909859317102744
0.7448979591836735,-0.016696524452924397,-1.8172045123233471,0.6581388744037763,0.001909859317102744
0.9061224489795919,-0.016807075422453376,-1.8150632994480078,0.6574328685188876,0.001909859317102744
1.0673469387755103,-0.015056815213019601,-1.8132765227550358,0.6568503623647702,0.001909859317102744
1.2285714285714289,-0.014204924047365276,-1.8120722038388475,0.6564699254361628,0.001909859317102744
1.3897959183673472,-0.017012919717490693,-1.8117294316313728,0.6564156593602801,0.001909859317102744
1.5510204081632655,-0.02247853075783876,-1.8123837052297445,0.6567762060362128,0.001909859317102744
1.712244897959184,-0.024708132499429922,-1.8138641680122625,0.6575040636176454,0.001909859317102744
1.8734693877551023,-0.01912689919518191,-1.8157589033026924,0.6583894577313102,0.001909859317102744
2.0346938775510206,-0.008955789405932748,-1.81766058882453,0.6591539071010515,0.001909859317102744
2.195918367346939,-0.0009427012298750537,-1.819353856536583,0.6595976711662526,0.001909859317102744
2.3571428571428577,0.002321960314988403,-1.8208163751491075,0.6596911504351687,0.001909859317102744
2.518367346938776,0.0031081256833935898,-1.8221255878909708,0.6595664639210914,0.001909859317102744
2.6795918367346943,0.00457365109193675,-1.8233740025925507,0.6594386421399548,0.001909859317102744
2.8408163265306126,0.007506264883214811,-1.8245933650582424,0.6595044112938608,0.001909859317102744
3.002040816326531,0.010058568105393663,-1.8256948193911533,0.6598603135502858,0.001909859317102744
3.1632653061224496,0.010122876225890944,-1.8264767418920682,0.6604774649808518,0.001909859317102744
3.324489795918368,0.007476598340211658,-1.8267121330497065,0.6612496313452112,0.001909859317102744
3.485714285714286,0.0032998506643662534,-1.8262795313558278,0.66207270355062,0.001909859317102744
3.6469387755102045,-0.0011445013019124456,-1.825288036273688,0.6628796296011121,0.001909859317102744
3.808163265306123,-0.004796066734124319,-1.8241036208476542,0.6636136647184858,0.001909859317102744
3.969387755102041,-0.007465816478515908,-1.823183638693295,0.6642008126142552,0.001909859317102744
4.130612244897959,-0.01012016703862557,-1.8227579892737904,0.6645690452174794,0.001909859317102744
4.291836734693877,-0.012462786303145464,-1.8225892008448312,0.6646846462805345,0.001909859317102744
4.4530612244897965,-0.012117969789864132,-1.822116362313075,0.6645720257425165,0.001909859317102744
4.614285714285715,-0.008024165114965783,-1.8209726364513465,0.6643334832557973,0.001909859317102744
4.775510204081633,-0.0024872397839002663,-1.8193651209067314,0.6641421625451898,0.001909859317102744
4.936734693877551,0.0016487173984552428,-1.8179136682904637,0.6641691047985161,0.001909859317102744
5.09795918367347,0.003813029339431411,-1.8172098953057052,0.6645106018491543,0.0
5.259183673469388,0.004550252427709003,-1.817537009086069,0.6651779367175225,0.0
5.420408163265306,0.003745548028424004,-1.8188296268100677,0.666120982678559,0.0
5.581632653061225,0.0015122767295370348,-1.8208131813762019,0.667244059353788,0.0
5.742857142857143,-0.00030907255924885607,-1.8232729020292004,0.6684210696804761,0.0
5.904081632653061,-0.0006458106444105494,-1.8261906327334858,0.6695506701971157,0.0
6.0653061224489795,-0.002120515739359452,-1.8295064232804976,0.6706157891151164,0.0
6.226530612244899,-0.007730856009682804,-1.8327676484305762,0.6716526405519097,0.0
6.387755102040817,-0.015669046712234735,-1.8351755242559804,0.6726695575893742,0.0
6.548979591836735,-0.018634888513185767,-1.8361337673760225,0.6736416565816923,0.0
6.710204081632654,-0.010906744596358625,-1.83579355557518,0.6745753827419324,0.0
6.871428571428572,0.0017885082355123469,-1.8349759652713247,0.6755120699406092,0.0
7.03265306122449,0.006596895216105727,-1.834507516167121,0.6764273572516766,0.0
7.1938775510204085,-0.0008373593891309527,-1.8346584549235376,0.6771558332579888,0.0
7.355102040816327,-0.012886848006651552,-1.835176617700378,0.6774540597241886,0.0
7.516326530612245,-0.020692851174963417,-1.8356995134090424,0.6771390261100242,0.0
7.677551020408163,-0.022483787227711598,-1.8360484021225045,0.6761688294469042,0.0
7.838775510204082,-0.021161747062380894,-1.836197501876618,0.6746313943476461,0.0
8.0,-0.018664380627194277,-1.8360464353324513,0.6726978742726323,0.0
